material_id,name,formula
mp-754835,Na6CuO4 (mp-754835),Na6CuO4
mp-754836,V6O7F5 (mp-754836),V6O7F5
mp-754839,SnBiO4 (mp-754839),SnBiO4
mp-754842,LiFeSiO4 (mp-754842),LiFeSiO4
mp-754849,LiV4O5F7 (mp-754849),LiV4O5F7
mp-754850,NaTiS2 (mp-754850),NaTiS2
mp-754854,Li3V4(OF3)3 (mp-754854),Li3V4(OF3)3
mp-754864,Li3V2(OF)4 (mp-754864),Li3V2(OF)4
mp-754865,Fe10O9F11 (mp-754865),Fe10O9F11
mp-754868,Li2FeO2 (mp-754868),Li2FeO2
mp-754871,Na3BiAsCO7 (mp-754871),Na3BiAsCO7
mp-754874,Cr3O8 (mp-754874),Cr3O8
mp-754879,FeOF (mp-754879),FeOF
mp-754888,Li2CrFe3O8 (mp-754888),Li2CrFe3O8
mp-754889,LiMn2(BO3)2 (mp-754889),LiMn2(BO3)2
mp-754894,Li3Mn4O8 (mp-754894),Li3Mn4O8
mp-754895,LiVF4 (mp-754895),LiVF4
mp-754896,Li3(NiO2)4 (mp-754896),Li3(NiO2)4
mp-754900,TiFeO4 (mp-754900),TiFeO4
mp-754908,NbCrO4 (mp-754908),NbCrO4
mp-754909,LiVBO4 (mp-754909),LiVBO4
mp-754959,CrAgO4 (mp-754959),CrAgO4
mp-754962,Mn2FeO6 (mp-754962),Mn2FeO6
mp-754963,Li4Mn3Cr2O10 (mp-754963),Li4Mn3Cr2O10
mp-754972,LiFe5(OF2)4 (mp-754972),LiFe5(OF2)4
mp-754974,CrSbO4 (mp-754974),CrSbO4
mp-754977,LiFeO2 (mp-754977),LiFeO2
mp-754990,Li2VP2HO8 (mp-754990),Li2VP2HO8
mp-754995,Li2MnPHO5 (mp-754995),Li2MnPHO5
mp-7550,CeNbO4 (mp-7550),CeNbO4
mp-755000,LiTiO2 (mp-755000),LiTiO2
mp-755006,Li2FeP2O7 (mp-755006),Li2FeP2O7
mp-755011,Li3Cr2(FeO4)2 (mp-755011),Li3Cr2(FeO4)2
mp-754911,MnOF (mp-754911),MnOF
mp-754917,Li(NiO2)2 (mp-754917),Li(NiO2)2
mp-754922,LiV2O4 (mp-754922),LiV2O4
mp-754926,Li2Mn2CoO6 (mp-754926),Li2Mn2CoO6
mp-754927,Li5Mn2Ni3O10 (mp-754927),Li5Mn2Ni3O10
mp-754928,Eu2CoO4 (mp-754928),Eu2CoO4
mp-754935,Li2V3CrO8 (mp-754935),Li2V3CrO8
mp-754937,LiTi3O6 (mp-754937),LiTi3O6
mp-754939,Li3CrFe3O8 (mp-754939),Li3CrFe3O8
mp-754944,TaFeO4 (mp-754944),TaFeO4
mp-754947,K2VPCO7 (mp-754947),K2VPCO7
mp-754951,Fe(SbO3)4 (mp-754951),Fe(SbO3)4
mp-755017,V3CoO8 (mp-755017),V3CoO8
mp-755021,ReO3 (mp-755021),ReO3
mp-755107,Dy2TiO5 (mp-755107),Dy2TiO5
mp-755110,Cs2MnO4 (mp-755110),Cs2MnO4
mp-755111,LiV4OF11 (mp-755111),LiV4OF11
mp-755112,Li5Mn3(PO4)4 (mp-755112),Li5Mn3(PO4)4
mp-755118,V4O7F5 (mp-755118),V4O7F5
mp-755121,TiBi2O5 (mp-755121),TiBi2O5
mp-755124,Cr(CoO3)2 (mp-755124),Cr(CoO3)2
mp-755126,Mn6O11F (mp-755126),Mn6O11F
mp-755127,Ag2GeO4 (mp-755127),Ag2GeO4
mp-755130,LiV4O5F7 (mp-755130),LiV4O5F7
mp-755135,La6WO12 (mp-755135),La6WO12
mp-755140,W(BrO)2 (mp-755140),W(BrO)2
mp-755148,CuSb(PO4)2 (mp-755148),CuSb(PO4)2
mp-755161,Tb2WO6 (mp-755161),Tb2WO6
mp-755163,Li3TiFe3O8 (mp-755163),Li3TiFe3O8
mp-755172,Li5V3(FeO5)2 (mp-755172),Li5V3(FeO5)2
mp-755181,V4O5F7 (mp-755181),V4O5F7
mp-755185,LiSbPHO5 (mp-755185),LiSbPHO5
mp-755191,LiMnF4 (mp-755191),LiMnF4
mp-755193,Li2FeF6 (mp-755193),Li2FeF6
mp-755196,LiV4O5F7 (mp-755196),LiV4O5F7
mp-755200,LiNiO2 (mp-755200),LiNiO2
mp-755201,Li3Fe(CuO3)2 (mp-755201),Li3Fe(CuO3)2
mp-755202,Li4Fe5NiO12 (mp-755202),Li4Fe5NiO12
mp-755024,LiVOF3 (mp-755024),LiVOF3
mp-755025,VCu(PO4)2 (mp-755025),VCu(PO4)2
mp-755030,LiMn2(BO3)2 (mp-755030),LiMn2(BO3)2
mp-755031,KPrPCO7 (mp-755031),KPrPCO7
mp-755032,Cu3(TeO5)2 (mp-755032),Cu3(TeO5)2
mp-755033,Li5Mn2P2(CO7)2 (mp-755033),Li5Mn2P2(CO7)2
mp-755035,Na2Ni2O5 (mp-755035),Na2Ni2O5
mp-755042,Mn3(O2F)2 (mp-755042),Mn3(O2F)2
mp-755047,Ti3N2O3 (mp-755047),Ti3N2O3
mp-755048,Li2CrFeO4 (mp-755048),Li2CrFeO4
mp-755051,Li3Cr2FeO6 (mp-755051),Li3Cr2FeO6
mp-755054,Ti3N2O3 (mp-755054),Ti3N2O3
mp-755063,Li2VFe3O8 (mp-755063),Li2VFe3O8
mp-755069,LiAl2FeO6 (mp-755069),LiAl2FeO6
mp-755075,CrPO4F (mp-755075),CrPO4F
mp-755077,VO2F (mp-755077),VO2F
mp-755078,Sr2Ti6N2O11 (mp-755078),Sr2Ti6N2O11
mp-755080,Mn6O7F5 (mp-755080),Mn6O7F5
mp-755081,Li8(NiO2)5 (mp-755081),Li8(NiO2)5
mp-755087,Li3FeF6 (mp-755087),Li3FeF6
mp-755088,LiV6O7F5 (mp-755088),LiV6O7F5
mp-755090,Li5Cr2Fe5O12 (mp-755090),Li5Cr2Fe5O12
mp-755099,ZnFeO3 (mp-755099),ZnFeO3
mp-755106,Li3Fe2(CuO4)2 (mp-755106),Li3Fe2(CuO4)2
mp-755208,CrFe2O5 (mp-755208),CrFe2O5
mp-755211,CrO3 (mp-755211),CrO3
mp-755297,Li2CoO2 (mp-755297),Li2CoO2
mp-755299,LiFeF4 (mp-755299),LiFeF4
mp-755302,TiNbO4 (mp-755302),TiNbO4
mp-755304,Mn6O5F7 (mp-755304),Mn6O5F7
mp-755307,TiMn3O8 (mp-755307),TiMn3O8
mp-755327,LiCr3(FeO4)2 (mp-755327),LiCr3(FeO4)2
mp-755343,Li2Co3TeO8 (mp-755343),Li2Co3TeO8
mp-755351,Li2Fe3CuO8 (mp-755351),Li2Fe3CuO8
mp-755356,Li2FeF4 (mp-755356),Li2FeF4
mp-755359,FeOF (mp-755359),FeOF
mp-755361,Na3VBAsO7 (mp-755361),Na3VBAsO7
mp-755367,LiTa2CuO6 (mp-755367),LiTa2CuO6
mp-755259,Mn3(O2F)2 (mp-755259),Mn3(O2F)2
mp-755262,Fe6O11F (mp-755262),Fe6O11F
mp-755263,CrS2 (mp-755263),CrS2
mp-755265,Li2MnCo3O8 (mp-755265),Li2MnCo3O8
mp-755266,Li4Ti3O8 (mp-755266),Li4Ti3O8
mp-755268,V6O7F5 (mp-755268),V6O7F5
mp-755271,LiNiBO3 (mp-755271),LiNiBO3
mp-755275,LiFeNiO4 (mp-755275),LiFeNiO4
mp-755276,Mn5FeO12 (mp-755276),Mn5FeO12
mp-755285,FeHO2 (mp-755285),FeHO2
mp-755288,LiFeCuS2 (mp-755288),LiFeCuS2
mp-755296,Fe6O11F (mp-755296),Fe6O11F
mp-755377,Fe2O2F3 (mp-755377),Fe2O2F3
mp-755381,V3CuO8 (mp-755381),V3CuO8
mp-755384,La3Ti3CrO12 (mp-755384),La3Ti3CrO12
mp-755386,Li(CoO2)2 (mp-755386),Li(CoO2)2
mp-755395,LiMn2(PO4)2 (mp-755395),LiMn2(PO4)2
mp-755397,Li5Mn3(SnO5)2 (mp-755397),Li5Mn3(SnO5)2
mp-7554,LiMgSnAu (mp-7554),LiMgSnAu
mp-755400,Li8FeO5F (mp-755400),Li8FeO5F
mp-755402,V3CrO8 (mp-755402),V3CrO8
mp-755407,KVPCO7 (mp-755407),KVPCO7
mp-755409,Li5Mn2Cu3O10 (mp-755409),Li5Mn2Cu3O10
mp-755410,Li2(NiO2)3 (mp-755410),Li2(NiO2)3
mp-755212,Li3Co2(NiO4)2 (mp-755212),Li3Co2(NiO4)2
mp-755214,Na2V6O15 (mp-755214),Na2V6O15
mp-755215,Ti2Mn3Fe3O16 (mp-755215),Ti2Mn3Fe3O16
mp-755220,Li3CrNi3O8 (mp-755220),Li3CrNi3O8
mp-755221,Li2V5CoO12 (mp-755221),Li2V5CoO12
mp-755227,CoPHO5 (mp-755227),CoPHO5
mp-755229,V4(OF3)3 (mp-755229),V4(OF3)3
mp-755233,Li3TiMn3O8 (mp-755233),Li3TiMn3O8
mp-755242,Li3(FeO3)2 (mp-755242),Li3(FeO3)2
mp-755249,Li2NiSnO4 (mp-755249),Li2NiSnO4
mp-755254,LiFe2(ClO)2 (mp-755254),LiFe2(ClO)2
mp-755257,MnOF (mp-755257),MnOF
mp-755411,VO2 (mp-755411),VO2
mp-755412,MnSbO4 (mp-755412),MnSbO4
mp-755492,NaCuP2O7 (mp-755492),NaCuP2O7
mp-755493,CrSbO4 (mp-755493),CrSbO4
mp-755504,Li3MnOF3 (mp-755504),Li3MnOF3
mp-755507,Li2V5CuO12 (mp-755507),Li2V5CuO12
mp-755508,CoO2 (mp-755508),CoO2
mp-755519,Li3MnCr3O8 (mp-755519),Li3MnCr3O8
mp-755527,MnSbO4 (mp-755527),MnSbO4
mp-755529,SbPHO5 (mp-755529),SbPHO5
mp-755542,K2TiPCO7 (mp-755542),K2TiPCO7
mp-755553,FeNi3(PO4)4 (mp-755553),FeNi3(PO4)4
mp-755555,Mn5CoO12 (mp-755555),Mn5CoO12
mp-755557,Mg(NiO2)2 (mp-755557),Mg(NiO2)2
mp-755560,Li2MnV3O8 (mp-755560),Li2MnV3O8
mp-755561,MnP2O7 (mp-755561),MnP2O7
mp-755562,LiMnO2 (mp-755562),LiMnO2
mp-755567,Fe3(O2F)2 (mp-755567),Fe3(O2F)2
mp-755571,Li2VGa3O8 (mp-755571),Li2VGa3O8
mp-755577,Li3Mn4CoO8 (mp-755577),Li3Mn4CoO8
mp-755584,CrPtO2 (mp-755584),CrPtO2
mp-755593,Li4CoO3 (mp-755593),Li4CoO3
mp-755595,Er2TiO5 (mp-755595),Er2TiO5
mp-755596,TiCrO4 (mp-755596),TiCrO4
mp-755599,Cr3Sn3(SbO8)2 (mp-755599),Cr3Sn3(SbO8)2
mp-755604,V3CrO10 (mp-755604),V3CrO10
mp-755414,LiTiS2 (mp-755414),LiTiS2
mp-755424,Mn6O7F5 (mp-755424),Mn6O7F5
mp-755425,V2P4H3O16 (mp-755425),V2P4H3O16
mp-755429,Li2TiVO5 (mp-755429),Li2TiVO5
mp-755432,LiMn7O12 (mp-755432),LiMn7O12
mp-755436,Na3VO4 (mp-755436),Na3VO4
mp-755439,Li3V4(OF3)3 (mp-755439),Li3V4(OF3)3
mp-755440,LiLa3Ti3CrO12 (mp-755440),LiLa3Ti3CrO12
mp-755442,Mn4CoO8 (mp-755442),Mn4CoO8
mp-755443,Li2MnCrO4 (mp-755443),Li2MnCrO4
mp-755452,Li2MnCo(PO4)2 (mp-755452),Li2MnCo(PO4)2
mp-755454,Li3NbV3O8 (mp-755454),Li3NbV3O8
mp-755455,CuTeO4 (mp-755455),CuTeO4
mp-755458,Li3Cr3FeO8 (mp-755458),Li3Cr3FeO8
mp-755460,Li2AlVO4 (mp-755460),Li2AlVO4
mp-755466,Li2NbVO4 (mp-755466),Li2NbVO4
mp-755467,LiV2NiO6 (mp-755467),LiV2NiO6
mp-755472,BaCuO2 (mp-755472),BaCuO2
mp-755473,Li3VCr3O8 (mp-755473),Li3VCr3O8
mp-755476,K3FePCO7 (mp-755476),K3FePCO7
mp-755477,LiMnPHO5 (mp-755477),LiMnPHO5
mp-755482,LiMn2(BO3)2 (mp-755482),LiMn2(BO3)2
mp-755484,Co4NiO8 (mp-755484),Co4NiO8
mp-755489,MnO2 (mp-755489),MnO2
mp-755607,Li5Co2Ni3O10 (mp-755607),Li5Co2Ni3O10
mp-755611,NaCr2O4 (mp-755611),NaCr2O4
mp-755767,Li4Co5NiO12 (mp-755767),Li4Co5NiO12
mp-755773,Mn6O7F5 (mp-755773),Mn6O7F5
mp-755785,Mn3(O2F)2 (mp-755785),Mn3(O2F)2
mp-755786,Li5Fe3(NiO5)2 (mp-755786),Li5Fe3(NiO5)2
mp-755788,TlCoO3 (mp-755788),TlCoO3
mp-755797,LiTi8O13 (mp-755797),LiTi8O13
mp-755801,LiVF4 (mp-755801),LiVF4
mp-755814,NbV3O8 (mp-755814),NbV3O8
mp-755816,Na4MnO4 (mp-755816),Na4MnO4
mp-755818,Li2FeOF3 (mp-755818),Li2FeOF3
mp-755819,Li2FePCO7 (mp-755819),Li2FePCO7
mp-755823,Fe3O5F (mp-755823),Fe3O5F
mp-755715,TiV3O8 (mp-755715),TiV3O8
mp-755719,V4O5F7 (mp-755719),V4O5F7
mp-755722,Li2Mn3CrO8 (mp-755722),Li2Mn3CrO8
mp-755726,Li2FePCO7 (mp-755726),Li2FePCO7
mp-755732,FeCoO4 (mp-755732),FeCoO4
mp-755741,Li2FeF4 (mp-755741),Li2FeF4
mp-755743,Li2TiCrO4 (mp-755743),Li2TiCrO4
mp-755748,TiVO4 (mp-755748),TiVO4
mp-755754,NaLi2MnPCO7 (mp-755754),NaLi2MnPCO7
mp-755757,Li2Sn(BO3)2 (mp-755757),Li2Sn(BO3)2
mp-755758,FeOF (mp-755758),FeOF
mp-755762,Li3Ti3CrO8 (mp-755762),Li3Ti3CrO8
mp-755614,CoBiO4 (mp-755614),CoBiO4
mp-755615,Li3Ti4O8 (mp-755615),Li3Ti4O8
mp-755620,MnCo5O12 (mp-755620),MnCo5O12
mp-755622,V2CoO6 (mp-755622),V2CoO6
mp-755627,Na2FeO3 (mp-755627),Na2FeO3
mp-755628,TaFeO4 (mp-755628),TaFeO4
mp-755630,Li2V6O15 (mp-755630),Li2V6O15
mp-755636,NaFe2(SiO3)4 (mp-755636),NaFe2(SiO3)4
mp-755640,V4O5F7 (mp-755640),V4O5F7
mp-755645,Li4TiFe5O12 (mp-755645),Li4TiFe5O12
mp-755647,CaPt3O4 (mp-755647),CaPt3O4
mp-755656,Li3MnF6 (mp-755656),Li3MnF6
mp-755657,TiVO3 (mp-755657),TiVO3
mp-755668,Li2TiMnO4 (mp-755668),Li2TiMnO4
mp-755671,MnO2 (mp-755671),MnO2
mp-755674,Li4V(TeO4)3 (mp-755674),Li4V(TeO4)3
mp-755679,Li4Cr3(FeO4)3 (mp-755679),Li4Cr3(FeO4)3
mp-755683,Mn5NiO12 (mp-755683),Mn5NiO12
mp-755692,NbVO5 (mp-755692),NbVO5
mp-755695,Li2CoGeO4 (mp-755695),Li2CoGeO4
mp-755696,Li2Co3NiO8 (mp-755696),Li2Co3NiO8
mp-755702,Li2TiVO4 (mp-755702),Li2TiVO4
mp-755704,V3NiO8 (mp-755704),V3NiO8
mp-755709,LiFeO2 (mp-755709),LiFeO2
mp-755824,Li5Fe2Ni3O10 (mp-755824),Li5Fe2Ni3O10
mp-755827,LiV3O8 (mp-755827),LiV3O8
mp-755828,Li2V4CrCuO12 (mp-755828),Li2V4CrCuO12
mp-755834,AgSnO3 (mp-755834),AgSnO3
mp-755839,Li3VCr3O8 (mp-755839),Li3VCr3O8
mp-755841,Na(NiO2)2 (mp-755841),Na(NiO2)2
mp-755842,Li2MnSiO4 (mp-755842),Li2MnSiO4
mp-755853,Hg(BiO3)2 (mp-755853),Hg(BiO3)2
mp-755860,Li4Cr3Sn3(SbO8)2 (mp-755860),Li4Cr3Sn3(SbO8)2
mp-755862,LiMnCo3O8 (mp-755862),LiMnCo3O8
mp-755871,V6O7F5 (mp-755871),V6O7F5
mp-755872,Co4TeO8 (mp-755872),Co4TeO8
mp-755875,Ti3O4 (mp-755875),Ti3O4
mp-755882,MnAl2O4 (mp-755882),MnAl2O4
mp-755939,Li9(CoO4)2 (mp-755939),Li9(CoO4)2
mp-755944,Li3Fe2(CoO4)2 (mp-755944),Li3Fe2(CoO4)2
mp-755945,Fe3O5F (mp-755945),Fe3O5F
mp-755946,V3Zn2O8 (mp-755946),V3Zn2O8
mp-755948,Tm2TiO5 (mp-755948),Tm2TiO5
mp-755956,LiNi3O4 (mp-755956),LiNi3O4
mp-755957,Li3V3FeO8 (mp-755957),Li3V3FeO8
mp-755961,Mn3Cr3(WO8)2 (mp-755961),Mn3Cr3(WO8)2
mp-755965,LiTiFeO4 (mp-755965),LiTiFeO4
mp-755968,Na5LiFe2P2(CO7)2 (mp-755968),Na5LiFe2P2(CO7)2
mp-755971,Li2Mn3TeO8 (mp-755971),Li2Mn3TeO8
mp-755972,Li3(NiO2)4 (mp-755972),Li3(NiO2)4
mp-755976,Li2MnV4FeO12 (mp-755976),Li2MnV4FeO12
mp-755979,V2CoO6 (mp-755979),V2CoO6
mp-755981,Li4Fe3NiO8 (mp-755981),Li4Fe3NiO8
mp-755989,V4CoNiO12 (mp-755989),V4CoNiO12
mp-755993,Mn3Nb2Fe3O16 (mp-755993),Mn3Nb2Fe3O16
mp-755994,LiCo(SiO3)2 (mp-755994),LiCo(SiO3)2
mp-755995,P2WO7 (mp-755995),P2WO7
mp-756002,Li2TiFe2O5 (mp-756002),Li2TiFe2O5
mp-756004,Fe6O7F5 (mp-756004),Fe6O7F5
mp-756008,GeWO4 (mp-756008),GeWO4
mp-756010,Fe3O5F (mp-756010),Fe3O5F
mp-756011,Fe5(O4F)2 (mp-756011),Fe5(O4F)2
mp-755884,Mn3Co2Te3O16 (mp-755884),Mn3Co2Te3O16
mp-755888,Mn2Co3Te3O16 (mp-755888),Mn2Co3Te3O16
mp-755893,CaBiO3 (mp-755893),CaBiO3
mp-755896,ZnCrO4 (mp-755896),ZnCrO4
mp-755906,Mn5Cr2O12 (mp-755906),Mn5Cr2O12
mp-755912,FeOF (mp-755912),FeOF
mp-755915,Li4Nb3TeO12 (mp-755915),Li4Nb3TeO12
mp-755917,Fe2O3F (mp-755917),Fe2O3F
mp-755923,Fe6O7F5 (mp-755923),Fe6O7F5
mp-755926,Li3CoO3 (mp-755926),Li3CoO3
mp-755927,Li2Cr3FeO8 (mp-755927),Li2Cr3FeO8
mp-755934,LiMnSnO4 (mp-755934),LiMnSnO4
mp-756019,Li3Si2(NiO4)2 (mp-756019),Li3Si2(NiO4)2
mp-756022,LiV6O7F5 (mp-756022),LiV6O7F5
mp-756024,Cr(SbO3)2 (mp-756024),Cr(SbO3)2
mp-756026,Fe3O5F (mp-756026),Fe3O5F
mp-756028,V6O7F5 (mp-756028),V6O7F5
mp-756035,LiTi4O8 (mp-756035),LiTi4O8
mp-756037,LiMnCo3O8 (mp-756037),LiMnCo3O8
mp-756038,Li2Mn2CrO6 (mp-756038),Li2Mn2CrO6
mp-756041,CrO3 (mp-756041),CrO3
mp-756042,VO2F (mp-756042),VO2F
mp-756043,Mn3CrO8 (mp-756043),Mn3CrO8
mp-756057,Li2VFeP2(O4F)2 (mp-756057),Li2VFeP2(O4F)2
mp-756058,Li2Cr3FeO8 (mp-756058),Li2Cr3FeO8
mp-756059,LiMn4(BO3)4 (mp-756059),LiMn4(BO3)4
mp-756161,Li3Co4TeO8 (mp-756161),Li3Co4TeO8
mp-756167,V4CuNiO12 (mp-756167),V4CuNiO12
mp-756172,Mn3NbO8 (mp-756172),Mn3NbO8
mp-756173,Li5FeS4 (mp-756173),Li5FeS4
mp-756174,Li2V2SiGeO10 (mp-756174),Li2V2SiGeO10
mp-756177,Li4ZrNb(TeO6)2 (mp-756177),Li4ZrNb(TeO6)2
mp-756178,LiTiVO5 (mp-756178),LiTiVO5
mp-756181,Li4Ni3Sb(PO4)4 (mp-756181),Li4Ni3Sb(PO4)4
mp-756184,MnCoO4 (mp-756184),MnCoO4
mp-756191,Mn5CuO12 (mp-756191),Mn5CuO12
mp-756192,Li2ZnFe(PO4)2 (mp-756192),Li2ZnFe(PO4)2
mp-756196,Li2Co3NiO8 (mp-756196),Li2Co3NiO8
mp-756110,Li2Fe(CuO3)2 (mp-756110),Li2Fe(CuO3)2
mp-756112,Co(BiO3)2 (mp-756112),Co(BiO3)2
mp-756115,Li3Fe5(CoO6)2 (mp-756115),Li3Fe5(CoO6)2
mp-756121,Li2V3CoO8 (mp-756121),Li2V3CoO8
mp-756123,Tm6WO12 (mp-756123),Tm6WO12
mp-756126,MnV5O12 (mp-756126),MnV5O12
mp-756128,Li2Cr3CoO8 (mp-756128),Li2Cr3CoO8
mp-756140,Li3MnV4O12 (mp-756140),Li3MnV4O12
mp-756145,Li4NbFe5O12 (mp-756145),Li4NbFe5O12
mp-756147,CrInO3 (mp-756147),CrInO3
mp-756153,Li3Fe(SbO3)4 (mp-756153),Li3Fe(SbO3)4
mp-756155,Li6FeO4 (mp-756155),Li6FeO4
mp-756060,V2OF5 (mp-756060),V2OF5
mp-756068,LiVOF3 (mp-756068),LiVOF3
mp-756072,LiCr(CoO3)2 (mp-756072),LiCr(CoO3)2
mp-756075,CrTe(WO6)2 (mp-756075),CrTe(WO6)2
mp-756079,Li2MnF6 (mp-756079),Li2MnF6
mp-756081,LiCoBO3 (mp-756081),LiCoBO3
mp-756087,MnV3O8 (mp-756087),MnV3O8
mp-756092,Li4Cr2P4H3O16 (mp-756092),Li4Cr2P4H3O16
mp-756094,LiFeS2 (mp-756094),LiFeS2
mp-756099,Mn3Sn(PO4)4 (mp-756099),Mn3Sn(PO4)4
mp-756100,LiFeF4 (mp-756100),LiFeF4
mp-756105,Li2TiV3O8 (mp-756105),Li2TiV3O8
mp-756197,Li3Fe2P2(CO7)2 (mp-756197),Li3Fe2P2(CO7)2
mp-756199,Li3Mn2P2(CO7)2 (mp-756199),Li3Mn2P2(CO7)2
mp-756268,Li2FeNi(PO4)2 (mp-756268),Li2FeNi(PO4)2
mp-756271,Cu(NiO2)2 (mp-756271),Cu(NiO2)2
mp-756274,Na3FeBPO7 (mp-756274),Na3FeBPO7
mp-756275,LiTiCrO4 (mp-756275),LiTiCrO4
mp-756285,V2OF5 (mp-756285),V2OF5
mp-756291,LiV2(SiO4)2 (mp-756291),LiV2(SiO4)2
mp-756295,LiVAsCO7 (mp-756295),LiVAsCO7
mp-756301,Cd(CoO2)2 (mp-756301),Cd(CoO2)2
mp-756302,Li3Mn(CoO2)4 (mp-756302),Li3Mn(CoO2)4
mp-756307,Li3TiV3O8 (mp-756307),Li3TiV3O8
mp-756311,LiFeSnO4 (mp-756311),LiFeSnO4
mp-756312,Li4MgNi3O8 (mp-756312),Li4MgNi3O8
mp-756355,Li3V4CuO12 (mp-756355),Li3V4CuO12
mp-756356,Li8FeO6 (mp-756356),Li8FeO6
mp-756357,Cr3Cu(PO4)4 (mp-756357),Cr3Cu(PO4)4
mp-756358,LiFe2O2F3 (mp-756358),LiFe2O2F3
mp-756362,LiCrO2 (mp-756362),LiCrO2
mp-756364,Li3Mn(NiO3)2 (mp-756364),Li3Mn(NiO3)2
mp-756366,LiMnNiO4 (mp-756366),LiMnNiO4
mp-756368,Te(WO4)3 (mp-756368),Te(WO4)3
mp-756371,LiMn2O4 (mp-756371),LiMn2O4
mp-756375,Li4FeCu3O8 (mp-756375),Li4FeCu3O8
mp-756376,Li3Nb4ZnO12 (mp-756376),Li3Nb4ZnO12
mp-756377,Li3Mn4FeO8 (mp-756377),Li3Mn4FeO8
mp-756201,LiVFeO4 (mp-756201),LiVFeO4
mp-756203,Li(WO3)2 (mp-756203),Li(WO3)2
mp-756207,LiCoGeO4 (mp-756207),LiCoGeO4
mp-756218,LiVCrO4 (mp-756218),LiVCrO4
mp-756220,V4OF11 (mp-756220),V4OF11
mp-756223,Li2FePCO7 (mp-756223),Li2FePCO7
mp-756229,Na(SnO2)2 (mp-756229),Na(SnO2)2
mp-756230,MnPHO5 (mp-756230),MnPHO5
mp-756236,Li3Co2(GeO4)2 (mp-756236),Li3Co2(GeO4)2
mp-756248,NaLi2FePCO7 (mp-756248),NaLi2FePCO7
mp-756257,LiV4CuO12 (mp-756257),LiV4CuO12
mp-756265,Mn4CuO8 (mp-756265),Mn4CuO8
mp-756319,Li3FeBPO7 (mp-756319),Li3FeBPO7
mp-756326,Li5Fe2P2(CO7)2 (mp-756326),Li5Fe2P2(CO7)2
mp-756329,MnPO4 (mp-756329),MnPO4
mp-756330,Na2FeBAsO7 (mp-756330),Na2FeBAsO7
mp-756337,Li2CoCu(PO4)2 (mp-756337),Li2CoCu(PO4)2
mp-756338,NaV2O4 (mp-756338),NaV2O4
mp-756341,Cd(NiO2)2 (mp-756341),Cd(NiO2)2
mp-756345,V2NiO6 (mp-756345),V2NiO6
mp-756349,Mn3Cu(PO4)4 (mp-756349),Mn3Cu(PO4)4
mp-756350,TiNbO4 (mp-756350),TiNbO4
mp-756351,Li3Mn4NiO8 (mp-756351),Li3Mn4NiO8
mp-756353,LiFe3(OF3)2 (mp-756353),LiFe3(OF3)2
mp-756384,Li3Cr2Fe5O12 (mp-756384),Li3Cr2Fe5O12
mp-756390,Li3MnCu3O8 (mp-756390),Li3MnCu3O8
mp-756391,Mn3Ni(PO4)4 (mp-756391),Mn3Ni(PO4)4
mp-756397,Li3V6O16 (mp-756397),Li3V6O16
mp-756398,Mn3VO8 (mp-756398),Mn3VO8
mp-756399,Li4Mn3Nb2Cr3O16 (mp-756399),Li4Mn3Nb2Cr3O16
mp-7564,Nb3Te4 (mp-7564),Nb3Te4
mp-756400,NdBiO4 (mp-756400),NdBiO4
mp-756405,Li4Fe3CoO8 (mp-756405),Li4Fe3CoO8
mp-756407,Li3Fe3SbO8 (mp-756407),Li3Fe3SbO8
mp-756410,Li4Mn5FeO12 (mp-756410),Li4Mn5FeO12
mp-756411,Li6NiO4 (mp-756411),Li6NiO4
mp-756412,Li4V3Cr3(WO8)2 (mp-756412),Li4V3Cr3(WO8)2
mp-756413,VCoO4 (mp-756413),VCoO4
mp-756450,CrPO5 (mp-756450),CrPO5
mp-756455,Ti3VO8 (mp-756455),Ti3VO8
mp-756456,Li2Cr3FeO8 (mp-756456),Li2Cr3FeO8
mp-756457,ErNbO4 (mp-756457),ErNbO4
mp-756461,Li5Mn4O8 (mp-756461),Li5Mn4O8
mp-756463,Mn3Sb(PO4)4 (mp-756463),Mn3Sb(PO4)4
mp-756465,VGa2O5 (mp-756465),VGa2O5
mp-756471,FeCo5O12 (mp-756471),FeCo5O12
mp-756473,WSCl4 (mp-756473),WSCl4
mp-756475,LiMnO2 (mp-756475),LiMnO2
mp-756478,WO3 (mp-756478),WO3
mp-756479,Lu6WO12 (mp-756479),Lu6WO12
mp-756415,LiNbFeO4 (mp-756415),LiNbFeO4
mp-756418,Fe3Co5O16 (mp-756418),Fe3Co5O16
mp-756419,ScFeO3 (mp-756419),ScFeO3
mp-756423,Li2Co3BiO8 (mp-756423),Li2Co3BiO8
mp-756432,Li2Ti(TeO4)3 (mp-756432),Li2Ti(TeO4)3
mp-756433,Li5Co7O12 (mp-756433),Li5Co7O12
mp-756435,Sr3Nb4O13 (mp-756435),Sr3Nb4O13
mp-756438,Mn3Ni3(TeO8)2 (mp-756438),Mn3Ni3(TeO8)2
mp-756441,Li2FePCO7 (mp-756441),Li2FePCO7
mp-756442,Mg(CoO2)2 (mp-756442),Mg(CoO2)2
mp-756446,LiNiO2 (mp-756446),LiNiO2
mp-756447,Ti3Mn3(TeO8)2 (mp-756447),Ti3Mn3(TeO8)2
mp-756480,Li3(FeO2)4 (mp-756480),Li3(FeO2)4
